TransactionID,TransactionDate,FY,Quarter,Month,FiscalMonthOrder,CalendarYear,MonthNo,CustomerID,CardNetwork,CardVariant,CustomerSegment,City,State,MerchantCategory,MerchantName,Channel,TransactionAmount_INR
T00496863,2026-01-18,FY25-26,Q4,Jan-26,10,2026,1,C017868,AmEx,Membership Rewards,Premium,Kolkata,West Bengal,Dining,Starbucks,POS,3056.0
T00460431,2026-03-17,FY25-26,Q4,Mar-26,12,2026,3,C016566,AmEx,Gold,Affluent,Bengaluru,Karnataka,Grocery,Reliance Fresh,POS,704.0
T00743192,2026-03-18,FY25-26,Q4,Mar-26,12,2026,3,C026715,AmEx,Gold,Affluent,Delhi,Delhi,Grocery,Nature's Basket,POS,616.0
T00203769,2025-11-04,FY25-26,Q3,Nov-25,8,2025,11,C007346,AmEx,Corporate,Affluent,Mumbai,Maharashtra,Travel,Yatra,POS,9850.0
T00223837,2025-06-21,FY25-26,Q1,Jun-25,3,2025,6,C008081,AmEx,Membership Rewards,Premium,Bengaluru,Karnataka,Hotels,Radisson,Online,4308.0
T00535929,2026-03-05,FY25-26,Q4,Mar-26,12,2026,3,C019275,AmEx,Membership Rewards,Affluent,Bengaluru,Karnataka,E-commerce,Nykaa,Online,2156.0
T00655995,2026-01-24,FY25-26,Q4,Jan-26,10,2026,1,C023589,AmEx,Membership Rewards,Affluent,Chennai,Tamil Nadu,Entertainment,BookMyShow,Online,1316.0
T00378058,2025-07-19,FY25-26,Q2,Jul-25,4,2025,7,C013597,AmEx,SmartEarn,Affluent,Chennai,Tamil Nadu,Dining,Starbucks,POS,480.0
T00435828,2026-03-16,FY25-26,Q4,Mar-26,12,2026,3,C015674,AmEx,SmartEarn,Premium,Bengaluru,Karnataka,Grocery,BigBasket,POS,1152.0
T00553956,2025-11-15,FY25-26,Q3,Nov-25,8,2025,11,C019923,AmEx,Platinum,Affluent,Bengaluru,Karnataka,Luxury Retail,Tata CLiQ Luxury,POS,10248.0
T00659509,2026-01-01,FY25-26,Q4,Jan-26,10,2026,1,C023714,AmEx,Corporate,Affluent,Bengaluru,Karnataka,Travel,Air India,Online,10310.0
T00797945,2025-12-23,FY25-26,Q3,Dec-25,9,2025,12,C028686,AmEx,SmartEarn,Upper Middle,Gurugram,Haryana,E-commerce,Ajio,POS,1696.0
T00387296,2025-11-30,FY25-26,Q3,Nov-25,8,2025,11,C013923,AmEx,Platinum,Mass Affluent,Bengaluru,Karnataka,E-commerce,Ajio,Online,680.0
T00796510,2025-12-29,FY25-26,Q3,Dec-25,9,2025,12,C028635,AmEx,Corporate,Mass Affluent,Bengaluru,Karnataka,Hotels,Radisson,Online,13446.0
T00461222,2025-12-31,FY25-26,Q3,Dec-25,9,2025,12,C016596,AmEx,Membership Rewards,Upper Middle,Bengaluru,Karnataka,E-commerce,Myntra,Online,2815.0
T00450896,2026-02-22,FY25-26,Q4,Feb-26,11,2026,2,C016226,AmEx,Membership Rewards,Upper Middle,Delhi,Delhi,Grocery,BigBasket,Online,580.0
T00663364,2025-05-14,FY25-26,Q1,May-25,2,2025,5,C023852,AmEx,Gold,Mass Affluent,Bengaluru,Karnataka,Electronics,Vijay Sales,POS,706.0
T00247398,2025-06-05,FY25-26,Q1,Jun-25,3,2025,6,C008926,AmEx,Corporate,Mass Affluent,Bengaluru,Karnataka,Hotels,Marriott,Online,7122.0
T00207428,2025-12-09,FY25-26,Q3,Dec-25,9,2025,12,C007479,AmEx,Membership Rewards,Affluent,Bengaluru,Karnataka,Dining,Swiggy Dineout,POS,4696.0
T00463623,2026-01-07,FY25-26,Q4,Jan-26,10,2026,1,C016683,AmEx,Membership Rewards,Affluent,Chennai,Tamil Nadu,Luxury Retail,Sephora,POS,4346.0
T00776835,2026-02-02,FY25-26,Q4,Feb-26,11,2026,2,C027920,AmEx,Membership Rewards,Affluent,Mumbai,Maharashtra,E-commerce,Myntra,Online,3906.0
T00049302,2025-07-21,FY25-26,Q2,Jul-25,4,2025,7,C001781,AmEx,Corporate,Upper Middle,Chennai,Tamil Nadu,Education,Byju's,Online,3769.0
T00243187,2025-11-15,FY25-26,Q3,Nov-25,8,2025,11,C008778,AmEx,Travel Platinum,Premium,Mumbai,Maharashtra,Electronics,Apple India,Online,2184.0
T00874123,2025-04-25,FY25-26,Q1,Apr-25,1,2025,4,C031432,AmEx,Travel Platinum,Affluent,Bengaluru,Karnataka,Hotels,OYO Premium,Online,9510.0
T00561247,2025-04-18,FY25-26,Q1,Apr-25,1,2025,4,C020180,AmEx,Gold,Affluent,Delhi,Delhi,Luxury Retail,Shoppers Stop,POS,4077.0
T00287266,2025-12-02,FY25-26,Q3,Dec-25,9,2025,12,C010351,AmEx,SmartEarn,Upper Middle,Delhi,Delhi,Luxury Retail,Shoppers Stop,Online,4060.0
T00609677,2025-10-15,FY25-26,Q3,Oct-25,7,2025,10,C021924,AmEx,Platinum,Premium,Mumbai,Maharashtra,Grocery,Reliance Fresh,POS,888.0
T00635322,2025-12-15,FY25-26,Q3,Dec-25,9,2025,12,C022847,AmEx,Platinum,Mass Affluent,Delhi,Delhi,Travel,IndiGo,Online,11718.0
T00455485,2025-07-28,FY25-26,Q2,Jul-25,4,2025,7,C016393,AmEx,SmartEarn,Premium,Gurugram,Haryana,Hotels,Radisson,Online,1950.0
T00142242,2025-07-25,FY25-26,Q2,Jul-25,4,2025,7,C005127,AmEx,Corporate,Affluent,Gurugram,Haryana,E-commerce,Flipkart,POS,3449.0
T00162528,2025-10-09,FY25-26,Q3,Oct-25,7,2025,10,C005860,AmEx,Gold,Mass Affluent,Bengaluru,Karnataka,Electronics,Reliance Digital,Online,2765.0
T00060160,2025-07-28,FY25-26,Q2,Jul-25,4,2025,7,C002168,AmEx,Platinum,Premium,Pune,Maharashtra,Dining,Mainland China,POS,788.0
T00531239,2025-12-01,FY25-26,Q3,Dec-25,9,2025,12,C019108,AmEx,Gold,Premium,Chennai,Tamil Nadu,Dining,Zomato Dining,POS,1240.0
T00132667,2026-01-03,FY25-26,Q4,Jan-26,10,2026,1,C004777,AmEx,Gold,Upper Middle,Delhi,Delhi,Electronics,Reliance Digital,Online,4963.0
T00580955,2025-10-21,FY25-26,Q3,Oct-25,7,2025,10,C020889,AmEx,Travel Platinum,Affluent,Delhi,Delhi,Hotels,OYO Premium,Online,8142.0
T00135075,2026-02-20,FY25-26,Q4,Feb-26,11,2026,2,C004864,AmEx,SmartEarn,Premium,Hyderabad,Telangana,Travel,Akbar Travels,POS,5542.0
T00868578,2025-11-05,FY25-26,Q3,Nov-25,8,2025,11,C031231,AmEx,Corporate,Premium,Mumbai,Maharashtra,Healthcare,Apollo Pharmacy,Online,1807.0
T00761994,2025-10-28,FY25-26,Q3,Oct-25,7,2025,10,C027387,AmEx,Travel Platinum,Premium,Chennai,Tamil Nadu,Entertainment,Spotify,POS,1772.0
T00107063,2025-05-12,FY25-26,Q1,May-25,2,2025,5,C003854,AmEx,SmartEarn,Upper Middle,Bengaluru,Karnataka,Dining,Barbeque Nation,POS,912.0
T00589684,2025-08-27,FY25-26,Q2,Aug-25,5,2025,8,C021204,AmEx,Travel Platinum,Affluent,Delhi,Delhi,Education,UpGrad,Online,6241.0
T00759481,2025-04-01,FY25-26,Q1,Apr-25,1,2025,4,C027297,AmEx,Platinum,Premium,Delhi,Delhi,E-commerce,Myntra,Online,7416.0
T00764500,2025-10-09,FY25-26,Q3,Oct-25,7,2025,10,C027476,AmEx,Membership Rewards,Premium,Delhi,Delhi,Travel,Air India,POS,5421.0
T00323060,2025-07-26,FY25-26,Q2,Jul-25,4,2025,7,C011621,AmEx,SmartEarn,Upper Middle,Mumbai,Maharashtra,Luxury Retail,Lifestyle,Online,1204.0
T00638712,2025-09-24,FY25-26,Q2,Sep-25,6,2025,9,C022973,AmEx,Membership Rewards,Upper Middle,Delhi,Delhi,Hotels,Taj Hotels,POS,2748.0
T00778025,2026-03-17,FY25-26,Q4,Mar-26,12,2026,3,C027963,AmEx,Travel Platinum,Premium,Bengaluru,Karnataka,Education,UpGrad,Online,12995.0
T00858992,2026-02-10,FY25-26,Q4,Feb-26,11,2026,2,C030888,AmEx,Membership Rewards,Upper Middle,Delhi,Delhi,Grocery,Reliance Fresh,POS,904.0
T00638192,2025-04-08,FY25-26,Q1,Apr-25,1,2025,4,C022953,AmEx,Travel Platinum,Upper Middle,Gurugram,Haryana,Entertainment,Netflix,POS,1476.0
T00815564,2025-11-28,FY25-26,Q3,Nov-25,8,2025,11,C029325,AmEx,Corporate,Upper Middle,Mumbai,Maharashtra,Hotels,ITC Hotels,Online,22938.0
T00065680,2026-01-10,FY25-26,Q4,Jan-26,10,2026,1,C002365,AmEx,Gold,Premium,Bengaluru,Karnataka,Electronics,Vijay Sales,POS,1224.0
T00733270,2025-04-20,FY25-26,Q1,Apr-25,1,2025,4,C026362,AmEx,Travel Platinum,Premium,Delhi,Delhi,Fuel,Shell,POS,1776.0
T00214771,2026-02-11,FY25-26,Q4,Feb-26,11,2026,2,C007747,AmEx,Membership Rewards,Affluent,Bengaluru,Karnataka,Travel,IRCTC,Online,2170.0
T00857213,2025-08-22,FY25-26,Q2,Aug-25,5,2025,8,C030829,AmEx,Gold,Premium,Bengaluru,Karnataka,Electronics,Apple India,POS,1819.0
T00385478,2025-10-19,FY25-26,Q3,Oct-25,7,2025,10,C013860,AmEx,Platinum,Upper Middle,Delhi,Delhi,E-commerce,Myntra,Online,904.0
T00601206,2025-04-28,FY25-26,Q1,Apr-25,1,2025,4,C021617,AmEx,Travel Platinum,Premium,Kolkata,West Bengal,Grocery,Nature's Basket,POS,1708.0
T00458607,2025-09-22,FY25-26,Q2,Sep-25,6,2025,9,C016502,AmEx,Membership Rewards,Affluent,Mumbai,Maharashtra,Dining,Barbeque Nation,POS,728.0
T00665249,2025-12-16,FY25-26,Q3,Dec-25,9,2025,12,C023918,AmEx,Platinum,Affluent,Mumbai,Maharashtra,Healthcare,Apollo Pharmacy,POS,1812.0
T00737222,2026-01-24,FY25-26,Q4,Jan-26,10,2026,1,C026504,AmEx,Platinum,Affluent,Mumbai,Maharashtra,Education,Coursera,POS,5718.0
T00108539,2025-05-29,FY25-26,Q1,May-25,2,2025,5,C003907,AmEx,SmartEarn,Affluent,Bengaluru,Karnataka,Travel,IndiGo,Online,5888.0
T00186718,2025-09-21,FY25-26,Q2,Sep-25,6,2025,9,C006736,AmEx,SmartEarn,Affluent,Jaipur,Rajasthan,Fuel,BPCL,POS,488.0
T00441548,2025-08-20,FY25-26,Q2,Aug-25,5,2025,8,C015885,AmEx,SmartEarn,Affluent,Delhi,Delhi,E-commerce,Flipkart,Online,835.0
T00837873,2025-09-11,FY25-26,Q2,Sep-25,6,2025,9,C030122,AmEx,SmartEarn,Mass Affluent,Bengaluru,Karnataka,Grocery,Blinkit,Online,836.0
T00336874,2025-11-27,FY25-26,Q3,Nov-25,8,2025,11,C012117,AmEx,Corporate,Upper Middle,Pune,Maharashtra,Luxury Retail,Rolex Boutique,POS,5544.0
T00408407,2025-05-09,FY25-26,Q1,May-25,2,2025,5,C014681,AmEx,Membership Rewards,Affluent,Mumbai,Maharashtra,Grocery,Reliance Fresh,POS,620.0
T00546553,2025-05-30,FY25-26,Q1,May-25,2,2025,5,C019660,AmEx,Travel Platinum,Affluent,Jaipur,Rajasthan,Dining,Starbucks,Online,1516.0
T00598676,2025-05-17,FY25-26,Q1,May-25,2,2025,5,C021525,AmEx,Travel Platinum,Premium,Chennai,Tamil Nadu,Luxury Retail,Tata CLiQ Luxury,POS,2201.0
T00336897,2025-06-05,FY25-26,Q1,Jun-25,3,2025,6,C012118,AmEx,SmartEarn,Premium,Kolkata,West Bengal,Luxury Retail,Rolex Boutique,POS,5466.0
T00074735,2025-07-02,FY25-26,Q2,Jul-25,4,2025,7,C002691,AmEx,Travel Platinum,Upper Middle,Gurugram,Haryana,Luxury Retail,Sephora,POS,3550.0
T00112816,2025-08-11,FY25-26,Q2,Aug-25,5,2025,8,C004059,AmEx,Corporate,Affluent,Delhi,Delhi,Hotels,ITC Hotels,Online,7392.0
T00398337,2025-04-14,FY25-26,Q1,Apr-25,1,2025,4,C014317,AmEx,Platinum,Affluent,Pune,Maharashtra,Travel,IndiGo,Online,12992.0
T00154005,2025-06-24,FY25-26,Q1,Jun-25,3,2025,6,C005550,AmEx,Membership Rewards,Premium,Bengaluru,Karnataka,Luxury Retail,Rolex Boutique,Online,2884.0
T00224793,2025-09-01,FY25-26,Q2,Sep-25,6,2025,9,C008115,AmEx,Gold,Premium,Hyderabad,Telangana,E-commerce,Flipkart,Online,2948.0
T00066547,2025-07-27,FY25-26,Q2,Jul-25,4,2025,7,C002398,AmEx,Gold,Mass Affluent,Ahmedabad,Gujarat,Travel,Akbar Travels,POS,1459.0
T00655299,2025-07-08,FY25-26,Q2,Jul-25,4,2025,7,C023565,AmEx,Membership Rewards,Mass Affluent,Mumbai,Maharashtra,Electronics,Apple India,Online,821.0
T00500798,2026-02-06,FY25-26,Q4,Feb-26,11,2026,2,C018008,AmEx,SmartEarn,Premium,Chennai,Tamil Nadu,Luxury Retail,Shoppers Stop,Online,11592.0
T00318863,2025-09-15,FY25-26,Q2,Sep-25,6,2025,9,C011470,AmEx,Membership Rewards,Affluent,Bengaluru,Karnataka,Dining,Zomato Dining,POS,1328.0
T00528612,2025-07-26,FY25-26,Q2,Jul-25,4,2025,7,C019015,AmEx,Gold,Affluent,Delhi,Delhi,E-commerce,Nykaa,POS,2164.0
T00810586,2025-11-15,FY25-26,Q3,Nov-25,8,2025,11,C029149,AmEx,Gold,Premium,Gurugram,Haryana,Entertainment,Spotify,POS,1288.0
T00429929,2025-08-12,FY25-26,Q2,Aug-25,5,2025,8,C015461,AmEx,Membership Rewards,Premium,Delhi,Delhi,Education,Byju's,Online,5174.0
T00227696,2025-05-20,FY25-26,Q1,May-25,2,2025,5,C008221,AmEx,Platinum,Premium,Mumbai,Maharashtra,Entertainment,BookMyShow,Online,4124.0
T00073612,2026-01-12,FY25-26,Q4,Jan-26,10,2026,1,C002650,AmEx,Gold,Affluent,Mumbai,Maharashtra,Luxury Retail,Tata CLiQ Luxury,POS,4200.0
T00374538,2026-01-20,FY25-26,Q4,Jan-26,10,2026,1,C013466,AmEx,Membership Rewards,Affluent,Chennai,Tamil Nadu,Electronics,Croma,POS,5573.0
T00311072,2025-09-13,FY25-26,Q2,Sep-25,6,2025,9,C011195,AmEx,SmartEarn,Mass Affluent,Delhi,Delhi,Electronics,Croma,Online,2040.0
T00052945,2025-08-25,FY25-26,Q2,Aug-25,5,2025,8,C001906,AmEx,Membership Rewards,Premium,Mumbai,Maharashtra,E-commerce,Ajio,Online,2923.0
T00849076,2025-06-21,FY25-26,Q1,Jun-25,3,2025,6,C030531,AmEx,Membership Rewards,Premium,Hyderabad,Telangana,Luxury Retail,Lifestyle,POS,22725.0
T00530736,2026-03-28,FY25-26,Q4,Mar-26,12,2026,3,C019090,AmEx,Travel Platinum,Affluent,Bengaluru,Karnataka,Hotels,ITC Hotels,Online,2994.0
T00595465,2026-03-28,FY25-26,Q4,Mar-26,12,2026,3,C021413,AmEx,Platinum,Affluent,Hyderabad,Telangana,Dining,Starbucks,POS,868.0
T00604000,2025-07-09,FY25-26,Q2,Jul-25,4,2025,7,C021716,AmEx,Gold,Upper Middle,Jaipur,Rajasthan,Fuel,IndianOil,POS,508.0
T00427912,2025-11-17,FY25-26,Q3,Nov-25,8,2025,11,C015387,AmEx,Membership Rewards,Premium,Delhi,Delhi,Hotels,ITC Hotels,Online,11694.0
T00532822,2025-11-03,FY25-26,Q3,Nov-25,8,2025,11,C019166,AmEx,Membership Rewards,Affluent,Hyderabad,Telangana,E-commerce,Flipkart,Online,1051.0
T00218578,2025-08-09,FY25-26,Q2,Aug-25,5,2025,8,C007888,AmEx,Membership Rewards,Premium,Pune,Maharashtra,Travel,Akbar Travels,POS,9786.0
T00032913,2025-05-19,FY25-26,Q1,May-25,2,2025,5,C001188,AmEx,Membership Rewards,Affluent,Hyderabad,Telangana,Travel,Yatra,POS,19296.0
T00662518,2026-02-18,FY25-26,Q4,Feb-26,11,2026,2,C023822,AmEx,Platinum,Upper Middle,Mumbai,Maharashtra,Education,UpGrad,Online,6941.0
T00843713,2025-12-07,FY25-26,Q3,Dec-25,9,2025,12,C030332,AmEx,Membership Rewards,Affluent,Mumbai,Maharashtra,Education,Great Learning,Online,5659.0
T00811496,2025-09-10,FY25-26,Q2,Sep-25,6,2025,9,C029181,AmEx,Corporate,Premium,Chennai,Tamil Nadu,Grocery,Blinkit,Online,968.0
T00172460,2025-08-03,FY25-26,Q2,Aug-25,5,2025,8,C006216,AmEx,Gold,Affluent,Bengaluru,Karnataka,Electronics,Vijay Sales,Online,13954.0
T00118179,2025-11-11,FY25-26,Q3,Nov-25,8,2025,11,C004255,AmEx,Platinum,Premium,Pune,Maharashtra,Grocery,Nature's Basket,POS,1320.0
T00516458,2025-09-24,FY25-26,Q2,Sep-25,6,2025,9,C018573,AmEx,Membership Rewards,Premium,Bengaluru,Karnataka,Healthcare,Apollo Hospitals,POS,1282.0
T00784463,2025-10-11,FY25-26,Q3,Oct-25,7,2025,10,C028198,AmEx,Membership Rewards,Affluent,Hyderabad,Telangana,Luxury Retail,Tata CLiQ Luxury,POS,2100.0
T00313830,2025-08-10,FY25-26,Q2,Aug-25,5,2025,8,C011293,AmEx,SmartEarn,Premium,Delhi,Delhi,Dining,Zomato Dining,Online,1732.0
T00294119,2025-07-05,FY25-26,Q2,Jul-25,4,2025,7,C010595,AmEx,Platinum,Affluent,Chennai,Tamil Nadu,Fuel,IndianOil,POS,988.0
T00072642,2026-02-22,FY25-26,Q4,Feb-26,11,2026,2,C002614,AmEx,SmartEarn,Upper Middle,Mumbai,Maharashtra,Travel,Akbar Travels,POS,3725.0
T00753320,2025-11-09,FY25-26,Q3,Nov-25,8,2025,11,C027079,AmEx,Membership Rewards,Premium,Pune,Maharashtra,E-commerce,Flipkart,Online,2279.0
T00332770,2025-05-20,FY25-26,Q1,May-25,2,2025,5,C011967,AmEx,Travel Platinum,Affluent,Chennai,Tamil Nadu,Dining,Mainland China,POS,568.0
T00202902,2026-03-30,FY25-26,Q4,Mar-26,12,2026,3,C007314,AmEx,Platinum,Premium,Hyderabad,Telangana,E-commerce,Ajio,Online,2455.0
T00399653,2026-02-04,FY25-26,Q4,Feb-26,11,2026,2,C014364,AmEx,SmartEarn,Upper Middle,Delhi,Delhi,Travel,Air India,Online,1555.0
T00126814,2025-09-12,FY25-26,Q2,Sep-25,6,2025,9,C004568,AmEx,Platinum,Affluent,Pune,Maharashtra,Travel,Akbar Travels,Online,3379.0
T00508721,2025-08-10,FY25-26,Q2,Aug-25,5,2025,8,C018294,AmEx,Membership Rewards,Affluent,Hyderabad,Telangana,Dining,Starbucks,POS,876.0
T00645538,2025-12-20,FY25-26,Q3,Dec-25,9,2025,12,C023219,AmEx,Membership Rewards,Upper Middle,Delhi,Delhi,Entertainment,PVR INOX,Online,1152.0
T00111682,2025-09-30,FY25-26,Q2,Sep-25,6,2025,9,C004020,AmEx,SmartEarn,Premium,Chennai,Tamil Nadu,Travel,IndiGo,POS,9350.0
T00109925,2025-12-26,FY25-26,Q3,Dec-25,9,2025,12,C003956,AmEx,Gold,Premium,Delhi,Delhi,Dining,Swiggy Dineout,POS,2524.0
T00704557,2025-08-20,FY25-26,Q2,Aug-25,5,2025,8,C025343,AmEx,Gold,Affluent,Bengaluru,Karnataka,Dining,Zomato Dining,POS,772.0
T00536016,2025-12-28,FY25-26,Q3,Dec-25,9,2025,12,C019279,AmEx,Platinum,Upper Middle,Mumbai,Maharashtra,Entertainment,BookMyShow,Online,1244.0
T00369849,2025-08-05,FY25-26,Q2,Aug-25,5,2025,8,C013300,AmEx,Membership Rewards,Premium,Mumbai,Maharashtra,Dining,Starbucks,POS,2716.0
T00347963,2025-09-04,FY25-26,Q2,Sep-25,6,2025,9,C012521,AmEx,SmartEarn,Upper Middle,Mumbai,Maharashtra,Travel,Akbar Travels,Online,2342.0
T00859602,2025-07-07,FY25-26,Q2,Jul-25,4,2025,7,C030910,AmEx,Gold,Premium,Chennai,Tamil Nadu,Travel,Air India,Online,5766.0
T00599201,2025-05-06,FY25-26,Q1,May-25,2,2025,5,C021544,AmEx,SmartEarn,Affluent,Gurugram,Haryana,Entertainment,PVR INOX,Online,1032.0
T00474909,2025-08-15,FY25-26,Q2,Aug-25,5,2025,8,C017085,AmEx,Platinum,Affluent,Bengaluru,Karnataka,Dining,Barbeque Nation,POS,1292.0
T00054988,2025-12-21,FY25-26,Q3,Dec-25,9,2025,12,C001979,AmEx,Membership Rewards,Mass Affluent,Hyderabad,Telangana,Travel,IRCTC,Online,15085.0
T00386262,2026-03-02,FY25-26,Q4,Mar-26,12,2026,3,C013886,AmEx,SmartEarn,Upper Middle,Chennai,Tamil Nadu,Dining,Barbeque Nation,POS,608.0
T00418651,2025-06-13,FY25-26,Q1,Jun-25,3,2025,6,C015050,AmEx,Gold,Mass Affluent,Delhi,Delhi,Dining,Barbeque Nation,Online,1588.0
T00571099,2026-02-07,FY25-26,Q4,Feb-26,11,2026,2,C020529,AmEx,Gold,Affluent,Bengaluru,Karnataka,E-commerce,Amazon India,POS,976.0
T00573642,2026-02-23,FY25-26,Q4,Feb-26,11,2026,2,C020623,AmEx,Platinum,Upper Middle,Chennai,Tamil Nadu,E-commerce,Nykaa,Online,1919.0
T00573232,2026-02-21,FY25-26,Q4,Feb-26,11,2026,2,C020607,AmEx,Platinum,Premium,Mumbai,Maharashtra,Electronics,Reliance Digital,POS,15082.0
T00354978,2026-01-12,FY25-26,Q4,Jan-26,10,2026,1,C012773,AmEx,Membership Rewards,Upper Middle,Pune,Maharashtra,Dining,Mainland China,POS,2888.0
T00538268,2025-11-30,FY25-26,Q3,Nov-25,8,2025,11,C019363,AmEx,Travel Platinum,Affluent,Kolkata,West Bengal,Electronics,Vijay Sales,Online,4733.0
T00350598,2025-12-28,FY25-26,Q3,Dec-25,9,2025,12,C012614,AmEx,Gold,Premium,Bengaluru,Karnataka,Dining,Swiggy Dineout,Online,5184.0
T00315174,2025-09-07,FY25-26,Q2,Sep-25,6,2025,9,C011340,AmEx,Gold,Premium,Mumbai,Maharashtra,Electronics,Reliance Digital,POS,6533.0
T00497949,2025-10-16,FY25-26,Q3,Oct-25,7,2025,10,C017907,AmEx,Gold,Affluent,Mumbai,Maharashtra,Travel,Air India,Online,9747.0
T00865243,2025-05-24,FY25-26,Q1,May-25,2,2025,5,C031115,AmEx,Travel Platinum,Affluent,Mumbai,Maharashtra,Luxury Retail,Shoppers Stop,POS,4222.0
T00579441,2025-04-11,FY25-26,Q1,Apr-25,1,2025,4,C020836,AmEx,SmartEarn,Premium,Chennai,Tamil Nadu,Luxury Retail,Sephora,POS,3382.0
T00733321,2025-10-27,FY25-26,Q3,Oct-25,7,2025,10,C026363,AmEx,Gold,Upper Middle,Mumbai,Maharashtra,Dining,Barbeque Nation,POS,1524.0
T00741700,2025-11-09,FY25-26,Q3,Nov-25,8,2025,11,C026663,AmEx,Gold,Premium,Mumbai,Maharashtra,Electronics,Croma,POS,10781.0
T00607879,2025-07-07,FY25-26,Q2,Jul-25,4,2025,7,C021858,AmEx,Membership Rewards,Affluent,Mumbai,Maharashtra,Travel,Akbar Travels,POS,4570.0
T00615039,2025-10-12,FY25-26,Q3,Oct-25,7,2025,10,C022120,AmEx,Membership Rewards,Affluent,Bengaluru,Karnataka,Travel,Yatra,Online,6272.0
T00285414,2025-11-27,FY25-26,Q3,Nov-25,8,2025,11,C010284,AmEx,SmartEarn,Premium,Mumbai,Maharashtra,Education,UpGrad,Online,2570.0
T00614231,2025-11-04,FY25-26,Q3,Nov-25,8,2025,11,C022090,AmEx,Gold,Upper Middle,Bengaluru,Karnataka,Dining,Mainland China,POS,1356.0
T00090349,2025-05-04,FY25-26,Q1,May-25,2,2025,5,C003252,AmEx,Gold,Upper Middle,Delhi,Delhi,E-commerce,Myntra,POS,792.0
T00829907,2025-04-19,FY25-26,Q1,Apr-25,1,2025,4,C029835,AmEx,Platinum,Affluent,Ahmedabad,Gujarat,Travel,IRCTC,Online,3904.0
T00202665,2026-03-24,FY25-26,Q4,Mar-26,12,2026,3,C007306,AmEx,Membership Rewards,Premium,Mumbai,Maharashtra,Grocery,BigBasket,POS,712.0
T00391407,2025-04-23,FY25-26,Q1,Apr-25,1,2025,4,C014069,AmEx,Travel Platinum,Premium,Mumbai,Maharashtra,Grocery,Nature's Basket,POS,1708.0
T00009654,2025-09-15,FY25-26,Q2,Sep-25,6,2025,9,C000354,AmEx,Corporate,Premium,Bengaluru,Karnataka,Dining,Barbeque Nation,POS,3684.0
T00428543,2025-10-30,FY25-26,Q3,Oct-25,7,2025,10,C015409,AmEx,Membership Rewards,Affluent,Bengaluru,Karnataka,Luxury Retail,Rolex Boutique,POS,11827.0
T00765181,2026-01-10,FY25-26,Q4,Jan-26,10,2026,1,C027500,AmEx,Membership Rewards,Affluent,Hyderabad,Telangana,Travel,Akbar Travels,POS,14650.0
T00486685,2026-01-22,FY25-26,Q4,Jan-26,10,2026,1,C017503,AmEx,Gold,Upper Middle,Bengaluru,Karnataka,Entertainment,PVR INOX,POS,1284.0
T00147866,2025-10-10,FY25-26,Q3,Oct-25,7,2025,10,C005333,AmEx,Travel Platinum,Affluent,Mumbai,Maharashtra,Dining,Starbucks,Online,1432.0
T00655821,2026-01-28,FY25-26,Q4,Jan-26,10,2026,1,C023583,AmEx,Platinum,Affluent,Chennai,Tamil Nadu,Grocery,Reliance Fresh,POS,972.0
T00276572,2025-10-06,FY25-26,Q3,Oct-25,7,2025,10,C009969,AmEx,Membership Rewards,Affluent,Bengaluru,Karnataka,Travel,Yatra,POS,8288.0
T00466153,2025-09-30,FY25-26,Q2,Sep-25,6,2025,9,C016775,AmEx,Membership Rewards,Premium,Bengaluru,Karnataka,Education,Byju's,Online,3718.0
T00444484,2025-04-19,FY25-26,Q1,Apr-25,1,2025,4,C015992,AmEx,SmartEarn,Affluent,Gurugram,Haryana,Fuel,HPCL,POS,408.0
T00725304,2025-10-21,FY25-26,Q3,Oct-25,7,2025,10,C026081,AmEx,Membership Rewards,Affluent,Chennai,Tamil Nadu,Hotels,ITC Hotels,Online,3336.0
T00431168,2026-03-05,FY25-26,Q4,Mar-26,12,2026,3,C015502,AmEx,Membership Rewards,Affluent,Delhi,Delhi,Hotels,Taj Hotels,Online,5700.0
T00139752,2025-09-06,FY25-26,Q2,Sep-25,6,2025,9,C005036,AmEx,Corporate,Mass Affluent,Delhi,Delhi,Fuel,Shell,Online,1220.0
T00625272,2025-08-21,FY25-26,Q2,Aug-25,5,2025,8,C022488,AmEx,Platinum,Affluent,Gurugram,Haryana,Dining,Zomato Dining,POS,992.0
T00371654,2025-08-02,FY25-26,Q2,Aug-25,5,2025,8,C013363,AmEx,Platinum,Affluent,Hyderabad,Telangana,Travel,IndiGo,Online,12864.0
T00740945,2026-01-17,FY25-26,Q4,Jan-26,10,2026,1,C026637,AmEx,Corporate,Premium,Bengaluru,Karnataka,Hotels,Marriott,Online,7830.0
T00391996,2025-10-27,FY25-26,Q3,Oct-25,7,2025,10,C014089,AmEx,SmartEarn,Premium,Delhi,Delhi,Electronics,Apple India,POS,3408.0
T00881641,2025-12-12,FY25-26,Q3,Dec-25,9,2025,12,C031700,AmEx,Platinum,Affluent,Chennai,Tamil Nadu,Entertainment,BookMyShow,POS,888.0
T00540037,2026-01-22,FY25-26,Q4,Jan-26,10,2026,1,C019427,AmEx,Platinum,Premium,Bengaluru,Karnataka,Fuel,BPCL,Online,1788.0
